video_id,author,like_count,published_at,text,clean_text,sentiment_score,sentiment_label,keyphrases,barriers,topics
MdI191-vNlc,@natcalverley4344,1,2021-11-25T16:39:21Z,Clipper ships were in no way faster than cargo ships. A clipper would only be faster under favourable winds for a very short time. Over a long journey the freighter would kick its ass. It’s a hare and turtle comparison. The comparison is disingenuous at best. Powering freighters by wind is a great idea if it can be made to work.,clipper ships were in no way faster than cargo ships a clipper would only be faster under favourable winds for a very short time over a long journey the freighter would kick its ass it s a hare and turtle comparison the comparison is disingenuous at best powering freighters by wind is a great idea if it can be made to work,0.5574,Positive,clipper|ships|faster|would|comparison|way,,wind|ship
MdI191-vNlc,@chunkyazian,0,2021-11-25T16:27:27Z,A 13 minutes video about wind power and you can't give a shout out to kite sail?,a 13 minutes video about wind power and you can't give a shout out to kite sail,0.0,Neutral,minutes|video|wind|power|give|shout,,wind
MdI191-vNlc,@ericracine6305,0,2021-11-25T16:24:57Z,A good solution for ferries is an electric engine with swappable batteries.,a good solution for ferries is an electric engine with swappable batteries,0.6369,Positive,good|solution|ferries|electric|engine|swappable,,
MdI191-vNlc,@pradeepkharta5953,0,2021-11-25T15:29:47Z,European  companies are light years ahead of us .,european companies are light years ahead of us,0.0,Neutral,european|companies|light|years|ahead|european companies,,
MdI191-vNlc,@claybair4904,0,2021-11-25T15:14:00Z,"How green are these , solar is not recyclable neither are wind generators . How polluting is it to produce this green tech . Getting rid of it is polluting , what is the trade off ? Especially considering we are entering a solar minimum ,we may need some global warming .",how green are these solar is not recyclable neither are wind generators how polluting is it to produce this green tech getting rid of it is polluting what is the trade off especially considering we are entering a solar minimum we may need some global warming,0.1531,Positive,green|solar|polluting|recyclable|neither|wind,,wind
MdI191-vNlc,@vasyldatsyuk7342,0,2021-11-25T15:04:20Z,A joke.,a joke,0.296,Positive,joke,,
MdI191-vNlc,@Transit_Biker,0,2021-11-25T14:55:21Z,Hydrogen is a dead end.,hydrogen is a dead end,-0.6486,Negative,hydrogen|dead|end|hydrogen dead|dead end,,
MdI191-vNlc,@christianvitroler5289,1,2021-11-25T14:51:03Z,"Wind is too unreliable, tugging by row the boats is the way to go.",wind is too unreliable tugging by row the boats is the way to go,0.0,Neutral,wind|unreliable|tugging|row|boats|way,,wind
MdI191-vNlc,@WillN2Go1,12,2021-11-25T14:39:12Z,"Clipper ships were not faster than modern container ships The Cutty Sark was the fastest clipper ship Top speed: 17 knots.  Modern container ships (300 m/1000 ft long) can 'Slow steam' 18-20 knots.  23 knots is typical. However between the last days of the great clippers and modern container ships, yes the clippers were as fast and faster - but the wind is not reliable.  Just take a look at the worldwide guide for sailing cruisers. Want to leave Vietnam and sail to Australia? (which I'm planning to do in a couple years):  April. That's it. Check the container ship schedules: just about any day of the year.  And clearly I'm a fan of sail. These Flexner systems seem promising, so maybe they'll do like sailing cruisers, move around the world in annual patterns taking advantage of the prevailing winds, while other tech is still used in ships on routes moving against prevailing winds.",clipper ships were not faster than modern container ships the cutty sark was the fastest clipper ship top speed 17 knots modern container ships 300 m 1000 ft long can 'slow steam' 18-20 knots 23 knots is typical however between the last days of the great clippers and modern container ships yes the clippers were as fast and faster - but the wind is not reliable just take a look at the worldwide guide for sailing cruisers want to leave vietnam and sail to australia which i'm planning to do in a couple years april that's it check the container ship schedules just about any day of the year and clearly i'm a fan of sail these flexner systems seem promising so maybe they'll do like sailing cruisers move around the world in annual patterns taking advantage of the prevailing winds while other tech is still used in ships on routes moving against prevailing winds,0.9625,Positive,ships|container|modern|knots|modern container|container ships,operational,wind|ship
MdI191-vNlc,@edl617,0,2021-11-25T14:01:22Z,Interesting article.   Rather computer heavy reliance,interesting article rather computer heavy reliance,0.4019,Positive,interesting|article|rather|computer|heavy|reliance,,
MdI191-vNlc,@leowasescha4658,1,2021-11-25T13:43:03Z,"This is stupid, how do they get under the cranes at the ports that unload the ships?",this is stupid how do they get under the cranes at the ports that unload the ships,-0.5267,Negative,stupid|get|cranes|ports|unload|ships,,ship|port
MdI191-vNlc,@bobbyconway1965,1,2021-11-25T13:37:22Z,Not going to happen,not going to happen,0.0,Neutral,going|happen|going happen,,
MdI191-vNlc,@sarcasmo57,1,2021-11-25T13:13:00Z,"One word, just one word....             Paddles.",one word just one word paddles,0.0,Neutral,one|word|one word|paddles|word one|word paddles,,
MdI191-vNlc,@nqkoisinikoi5898,1,2021-11-25T12:56:09Z,"Electrolysis of water ... is very far from carbon neutrality... Where does the electricity come from? Ye, 80% of it comes from fossil fuels. Many of the ""green"" advertising is so far away from the real world, that looks more like propaganda and market creation. Don't get me wrong, i love inovation,  i love sailing ships but just be honest.",electrolysis of water is very far from carbon neutrality where does the electricity come from ye 80 of it comes from fossil fuels many of the green advertising is so far away from the real world that looks more like propaganda and market creation don't get me wrong i love inovation i love sailing ships but just be honest,0.9049,Positive,far|love|electrolysis|water|carbon|neutrality,,ship
MdI191-vNlc,@tinu5779,0,2021-11-25T12:00:23Z,"Let me translate a few words first:
 - Explorers: Robbers and murderers who steal the goods and lives of peaceful people.
 - Composite materials: Materials which are generally not recyclable and will end up in a land fill.
 - Green technology: Making a problem bigger by adding more technology.
Here is how to improve things: Make patents illegal, everything should be open source. Produce and recycle local to reduce shipping to a minimum. Use recyclable materials and produce long lasting products.",let me translate a few words first - explorers robbers and murderers who steal the goods and lives of peaceful people - composite materials materials which are generally not recyclable and will end up in a land fill - green technology making a problem bigger by adding more technology here is how to improve things make patents illegal everything should be open source produce and recycle local to reduce shipping to a minimum use recyclable materials and produce long lasting products,-0.8271,Negative,materials|recyclable|technology|produce|let|translate,,ship
MdI191-vNlc,@pcdekoning,1,2021-11-25T11:51:32Z,This video is pretty much a 1-on-1 copy of Just Have a Think's video from Aug 8: https://www.youtube.com/watch?v=HgceI3Gx89k,this video is pretty much a 1-on-1 copy of just have a think's video from aug 8,0.4939,Positive,video|pretty|much|copy|think|aug,,
MdI191-vNlc,@nicholasclifford7830,0,2021-11-25T11:27:45Z,"A hybrid ship utilising 2, 3, 4 or more technologies makes a lot of sense,  with solar panels and even a series
of computer controlled  flywheels……in addition to sails/rotors/wings, with each process able to contribute and fill the 
gaps and constraints posed by weather.",a hybrid ship utilising 2 3 4 or more technologies makes a lot of sense with solar panels and even a series of computer controlled flywheels in addition to sails rotors wings with each process able to contribute and fill the gaps and constraints posed by weather,0.0,Neutral,hybrid|ship|utilising|technologies|makes|lot,operational,ship
MdI191-vNlc,@finlayfraser9952,14,2021-11-25T11:22:06Z,"Hi Matt, the clippers were speciality ships for the Tea Trade, like large racing yachts, with a relatively small cargo capacity. The majority of sailing cargo ships  were the ""Square Riggers"", of considerably greater capacity, and noticeably slower, in fact they plied their trade well into the 20th century.  I recommend , if you haven't read it already, ""Last Time Around Cape Horn"" by William F Stark.",hi matt the clippers were speciality ships for the tea trade like large racing yachts with a relatively small cargo capacity the majority of sailing cargo ships were the square riggers of considerably greater capacity and noticeably slower in fact they plied their trade well into the 20th century i recommend if you haven't read it already last time around cape horn by william f stark,0.8357,Positive,ships|trade|cargo|capacity|matt|clippers,,ship
MdI191-vNlc,@mickaelsflow6774,0,2021-11-25T10:59:40Z,"The craziest thing to me is... the ""low"" number of container ships we have. 5000. Five thousands?! It takes about 2.5 to 3 years to build one of the bigger one. There is a HUGE opportunity to replace the fleet in our ""emergency"" situation. But we let this industry ""sail by"" unattended... Crazy! #replaceTheFleet",the craziest thing to me is the low number of container ships we have 5000 five thousands it takes about 2 5 to 3 years to build one of the bigger one there is a huge opportunity to replace the fleet in our emergency situation but we let this industry sail by unattended crazy replacethefleet,-0.431,Negative,one|craziest|thing|low|number|container,,ship|port
MdI191-vNlc,@irlsolidspace,2,2021-11-25T10:19:11Z,How about using nuclear like military ships and submarines?,how about using nuclear like military ships and submarines,0.3612,Positive,using|nuclear|like|military|ships|submarines,,ship
MdI191-vNlc,@levelup1279,0,2021-11-25T10:07:09Z,"Bio-fuels are the opposite of green! You degrade the soil quality overly growing corn & permanently destory the top SMS oil of hundreds of thousands of acres of land. That's top soil which took billions of years to form! How to destory the planet 101.

We have near endless amounts of cheap highly concentrated crude oil to be used until its cost effect to go to a 100% energy based economy. People only think biofuels are bad because the effect is measured over the course of decades & we're in the middle period of its harmful effects still not noticing much damage.",bio-fuels are the opposite of green you degrade the soil quality overly growing corn permanently destory the top sms oil of hundreds of thousands of acres of land that's top soil which took billions of years to form how to destory the planet 101 we have near endless amounts of cheap highly concentrated crude oil to be used until its cost effect to go to a 100 energy based economy people only think biofuels are bad because the effect is measured over the course of decades we're in the middle period of its harmful effects still not noticing much damage,-0.5188,Negative,soil|destory|top|oil|effect|bio,economic,cost
MdI191-vNlc,@oldbloke135,2,2021-11-25T10:06:26Z,"The obvious solution is nuclear power. That would require a small military presence on every ship using it, because pirates would need to be shot on sight, which is significant expense, but probably cheaper than relying on the wind.",the obvious solution is nuclear power that would require a small military presence on every ship using it because pirates would need to be shot on sight which is significant expense but probably cheaper than relying on the wind,0.2617,Positive,would|obvious|solution|nuclear|power|require,,wind|ship
MdI191-vNlc,@tyronedlisle4412,6,2021-11-25T09:48:49Z,Nuclear! Would allow for faster and larger ships reducing costs of transport and lifecycle emissions,nuclear would allow for faster and larger ships reducing costs of transport and lifecycle emissions,0.2263,Positive,nuclear|would|allow|faster|larger|ships,economic,ship|transport|cost|port
MdI191-vNlc,@anb1142,1,2021-11-25T09:27:27Z,"Great video as always, but
Old ships may have gone 20 knots, but they doesn't have the capacity of a large cargo ship
And cargo ships are going at a slower speed to use less fuel cos it helps lower fuel costs",great video as always but old ships may have gone 20 knots but they doesn't have the capacity of a large cargo ship and cargo ships are going at a slower speed to use less fuel cos it helps lower fuel costs,0.4854,Positive,ships|cargo|fuel|great|video|always,economic,ship|cost
MdI191-vNlc,@elroybeauzec4155,0,2021-11-25T09:07:42Z,Not directly related but would like to see you do a discussion on if heat pumps could replace industrial steam boilers?,not directly related but would like to see you do a discussion on if heat pumps could replace industrial steam boilers,0.5023,Positive,directly|related|would|like|see|discussion,,
MdI191-vNlc,@luigiscagliarinicerroni9813,1,2021-11-25T09:01:31Z,"Scrivo in italiano perché in inglese sono ignorante come le capre. 🙄
Immagino l'incontro di due marinai, uno del 1800, l'altro del 2300.
- Noi usiamo il vento per le nostre navi.
- Oh, anche noi!
😁😁😂😂🤣🤣",scrivo in italiano perch in inglese sono ignorante come le capre immagino l'incontro di due marinai uno del 1800 l'altro del 2300 - noi usiamo il vento per le nostre navi - oh anche noi,0.0,Neutral,del|noi|scrivo|italiano|perch|inglese,,
MdI191-vNlc,@felderup,0,2021-11-25T07:37:39Z,"in a star trek novel i read a long while back, they'd converted their shipping fleet to sail.  also, lesh rotors, if they're not gonna get mentioned by the time i see it...",in a star trek novel i read a long while back they'd converted their shipping fleet to sail also lesh rotors if they're not gonna get mentioned by the time i see it,0.3182,Positive,star|trek|novel|read|long|back,,ship
MdI191-vNlc,@klin1klinom,0,2021-11-25T07:14:10Z,Maybe we get friendly whales to pull cargo ships across the oceans),maybe we get friendly whales to pull cargo ships across the oceans,0.4939,Positive,maybe|get|friendly|whales|pull|cargo,,ship
MdI191-vNlc,@edwardslevin6013,0,2021-11-25T07:05:30Z,"Why are we not building kite powered ships
These could have the kites above the turbulent air and use the very reliable trade winds for power",why are we not building kite powered ships these could have the kites above the turbulent air and use the very reliable trade winds for power,0.0,Neutral,building|kite|powered|ships|could|kites,,wind|ship
MdI191-vNlc,@techdyan8500,0,2021-11-25T06:59:36Z,dont say it is first ...europians made ..ships are there in india since from BCs,dont say it is first europians made ships are there in india since from bcs,0.0,Neutral,dont|say|first|europians|made|ships,,ship
MdI191-vNlc,@brucenadams1,0,2021-11-25T06:58:51Z,"A very detailed and accurate discussion about marine propulsion.  While wind is free and we know a lot about air foil design , one aspect you failed to include is reliability in heavy weather.  I have personally seen large items, welded to the ship ripped off by waves coming over the main deck.   And don't forget about nuclear.  Bill Gates is financing research for a container sized, liquid sodium reactor that would have a life of 60 years.  Perfect for ships.",a very detailed and accurate discussion about marine propulsion while wind is free and we know a lot about air foil design one aspect you failed to include is reliability in heavy weather i have personally seen large items welded to the ship ripped off by waves coming over the main deck and don't forget about nuclear bill gates is financing research for a container sized liquid sodium reactor that would have a life of 60 years perfect for ships,0.656,Positive,detailed|accurate|discussion|marine|propulsion|wind,operational,wind|ship
MdI191-vNlc,@Fionnafire,0,2021-11-25T06:45:02Z,"""reduced space for cargo"" should not be a concern",reduced space for cargo should not be a concern,0.0,Neutral,reduced|space|cargo|concern|reduced space|space cargo,,
MdI191-vNlc,@Fionnafire,0,2021-11-25T06:39:46Z,2050 is too late,2050 is too late,0.0,Neutral,late,,
MdI191-vNlc,@RobertCMorin,1,2021-11-25T06:35:02Z,"Wouldn't Nuclear, like subs, be a better way to go? I know there's waist to store, but how long till someone finds a use for that?",wouldn't nuclear like subs be a better way to go i know there's waist to store but how long till someone finds a use for that,0.1015,Positive,nuclear|like|subs|better|way|know,,
MdI191-vNlc,@MrTheOSSA,1,2021-11-25T05:58:49Z,What about nuclear power. It’s already used in the military,what about nuclear power it s already used in the military,0.0,Neutral,nuclear|power|already|used|military|nuclear power,,
MdI191-vNlc,@JDrwal2,0,2021-11-25T05:57:21Z,"Row boats!
I say row boats is the future!",row boats i say row boats is the future,0.0,Neutral,row|boats|row boats|say|future|boats say,,
MdI191-vNlc,@JDrwal2,0,2021-11-25T05:55:54Z,"Why Wind Powered Ships Will NEVER  Be The Future.
That should be the title of this episode.",why wind powered ships will never be the future that should be the title of this episode,0.0,Neutral,wind|powered|ships|never|future|title,,wind|ship
MdI191-vNlc,@markmoreno7295,0,2021-11-25T05:48:23Z,If wind is free then cargo ships should not be so concerned with their size. More ships that are smaller could still deliver cargo. Wind designers should not forget about the slot effect which occurs with overlapping sails.,if wind is free then cargo ships should not be so concerned with their size more ships that are smaller could still deliver cargo wind designers should not forget about the slot effect which occurs with overlapping sails,0.608,Positive,wind|cargo|ships|free|concerned|size,,wind|ship
MdI191-vNlc,@glike2,0,2021-11-25T05:16:52Z,"Once SMR's go mainstream, reach a certain critical mass, big ships will use them.",once smr's go mainstream reach a certain critical mass big ships will use them,-0.0258,Neutral,smr|mainstream|reach|certain|critical|mass,,ship
MdI191-vNlc,@trumannghiem5805,0,2021-11-25T05:08:28Z,"Man made climate change is one of the biggest hoaxes of our generation, in the 50’s it was global freezing. Vostok ice core samples show there was more carbon in the atmosphere eons ago. Net zero carbon is an excuse to bring in neo feudalism. Please stop promoting this net zero garbage",man made climate change is one of the biggest hoaxes of our generation in the 50 s it was global freezing vostok ice core samples show there was more carbon in the atmosphere eons ago net zero carbon is an excuse to bring in neo feudalism please stop promoting this net zero garbage,0.1531,Positive,carbon|net|zero|net zero|man|made,,climate
MdI191-vNlc,@daniellarson3068,1,2021-11-25T04:40:42Z,Nuke powered ships.  This works for aircraft carriers and submarines.  It was tried with the NS Savannah in years gone by.  Both times and technology have moved on since then.  Why not give it a look?,nuke powered ships this works for aircraft carriers and submarines it was tried with the ns savannah in years gone by both times and technology have moved on since then why not give it a look,0.0,Neutral,nuke|powered|ships|works|aircraft|carriers,,ship
MdI191-vNlc,@octoflex,0,2021-11-25T04:03:05Z,You mean... SAILS!?,you mean sails,0.0,Neutral,mean|sails|mean sails,,
MdI191-vNlc,@vec306,1,2021-11-25T03:52:16Z,A long time ago I heard about a giant kite at the bow of the ship controlled by a computer. I haven’t heard anything on that tech in a very long time.,a long time ago i heard about a giant kite at the bow of the ship controlled by a computer i haven t heard anything on that tech in a very long time,0.0,Neutral,long|time|heard|long time|ago|giant,,ship
MdI191-vNlc,@peterhopkins7505,1,2021-11-25T03:51:29Z,"I worked on these designs 7 years ago.  But I had a way of reducing drag from the hull by 90%.  Reduce the drag increase the speed, and improve the Ozone.  Hulls last longer.",i worked on these designs 7 years ago but i had a way of reducing drag from the hull by 90 reduce the drag increase the speed and improve the ozone hulls last longer,0.4767,Positive,drag|worked|designs|years|ago|way,,
MdI191-vNlc,@estudiordl,1,2021-11-25T03:48:54Z,We had nuclear ships today. With modular mini reactors isn't that a better option?,we had nuclear ships today with modular mini reactors isn't that a better option,-0.3412,Negative,nuclear|ships|today|modular|mini|reactors,,ship
MdI191-vNlc,@PinskiYT,0,2021-11-25T03:48:14Z,But wouldn't ammonia kill off some of the oceans wildlife,but wouldn't ammonia kill off some of the oceans wildlife,0.7275,Positive,ammonia|kill|oceans|wildlife|ammonia kill|kill oceans,,
MdI191-vNlc,@philipb2134,0,2021-11-25T03:45:54Z,Back to the Future...,back to the future,0.0,Neutral,back|future|back future,,
MdI191-vNlc,@shayan-gg,0,2021-11-25T03:32:52Z,just get to the fucking point already i dont need to watch fucking history for more than 3 minutes,just get to the fucking point already i dont need to watch fucking history for more than 3 minutes,0.0,Neutral,fucking|get|point|already|dont|need,,
MdI191-vNlc,@Dave-the-adequate,1,2021-11-25T03:28:15Z,You could cut  shipping emissions tomorrow by mandating cleaner fuel requirement.  Bunker fuel is the leftovers from other distillation & is used because it is cheap.,you could cut shipping emissions tomorrow by mandating cleaner fuel requirement bunker fuel is the leftovers from other distillation is used because it is cheap,-0.1027,Negative,fuel|could|cut|shipping|emissions|tomorrow,,ship
MdI191-vNlc,@jewellcarpenter6764,0,2021-11-25T03:25:28Z,"Couldn't you just take that cylindrical rotor sail, and attach an electric generator. Making it into an all electric ship.",couldn't you just take that cylindrical rotor sail and attach an electric generator making it into an all electric ship,0.0,Neutral,electric|take|cylindrical|rotor|sail|attach,,ship
MdI191-vNlc,@commonwombat-h6r,1,2021-11-25T03:18:49Z,How is methanol carbon neutral? It releases CO2 when burnt as well as releases a lot of green house gases during it's production. Or am i wrong?,how is methanol carbon neutral it releases co2 when burnt as well as releases a lot of green house gases during it's production or am i wrong,-0.25,Negative,releases|methanol|carbon|neutral|burnt|well,,
MdI191-vNlc,@junior.senior,0,2021-11-25T02:49:12Z,Can the rotor sails be employed as a power generator and propulsion system? Could these ships use a hybrid system of rotor sails and an electric power plant?,can the rotor sails be employed as a power generator and propulsion system could these ships use a hybrid system of rotor sails and an electric power plant,0.0,Neutral,rotor|sails|power|system|rotor sails|employed,,ship
MdI191-vNlc,@goinbananers,0,2021-11-25T02:39:44Z,laughable,laughable,0.0516,Positive,laughable,,
MdI191-vNlc,@Mittau,0,2021-11-25T02:39:12Z,"That ""may"" in the title is doing so much heavy lifting its going to win Olympic gold.",that may in the title is doing so much heavy lifting its going to win olympic gold,0.5859,Positive,may|title|much|heavy|lifting|going,,
MdI191-vNlc,@Sanctuary.Studio.Éire,0,2021-11-25T02:31:36Z,Well done Matt. Fair play to you!,well done matt fair play to you,0.7003,Positive,well|done|matt|fair|play|well done,,
MdI191-vNlc,@michiganengineer8621,1,2021-11-25T02:13:55Z,"Another sail type that is already in use on a limited basis is a Kite Sail.  These would be very useful if you're traveling within 60 degrees of downwind, they're of no use if you're traveling abeam or upwind.  Yet another option would be to hire graduates of the United States Navy Nuclear Power program, 60+ years of operation with NO major mishaps with the reactors.",another sail type that is already in use on a limited basis is a kite sail these would be very useful if you're traveling within 60 degrees of downwind they're of no use if you're traveling abeam or upwind yet another option would be to hire graduates of the united states navy nuclear power program 60 years of operation with no major mishaps with the reactors,0.1761,Positive,another|sail|use|would|traveling|type,,wind
MdI191-vNlc,@bhawanisinghindia2287,1,2021-11-25T01:57:43Z,Really amazing work...🍺🍻🕺🙏💐🤝🗺️🌏👽,really amazing work,0.624,Positive,really|amazing|work|really amazing|amazing work,,
MdI191-vNlc,@Emitremmus29,2,2021-11-25T01:57:21Z,"The US Navy answered this question already, specifically on the 24th of September 1960 with the launching of the USS Enterprise. The answer hasn't changed in over 60 years, just use nuclear for a small number of the most massive vessels (like the Maersk ""E line"" ships) and regulate the absolute hell out of their maintenance, operation and safety. The technology is already old hat and is in its 6th - 7th generation, though it is unlikely the US department of defense would consider licensing anything never than 3rd gen mobile reactors (think Nimitz class carriers like the one depicted in the movie ""Top Gun"").",the us navy answered this question already specifically on the 24th of september 1960 with the launching of the uss enterprise the answer hasn't changed in over 60 years just use nuclear for a small number of the most massive vessels like the maersk e line ships and regulate the absolute hell out of their maintenance operation and safety the technology is already old hat and is in its 6th - 7th generation though it is unlikely the us department of defense would consider licensing anything never than 3rd gen mobile reactors think nimitz class carriers like the one depicted in the movie top gun,0.4455,Positive,already|like|navy|answered|question|specifically,operational,ship
MdI191-vNlc,@lexslate2476,0,2021-11-25T01:06:10Z,The part where you can add these to existing ships and reduce the mass of fuel they need to carry should get the shipping companies' attention real quick. Anyone trying to stick bladeless turbines on a ship and going electric with something like hydrogen or ammonia to supplement it?,the part where you can add these to existing ships and reduce the mass of fuel they need to carry should get the shipping companies' attention real quick anyone trying to stick bladeless turbines on a ship and going electric with something like hydrogen or ammonia to supplement it,0.3612,Positive,part|add|existing|ships|reduce|mass,,ship
MdI191-vNlc,@Kidozy,0,2021-11-25T00:47:22Z,"sailing ships are in-fact SLOWER than modern cargo ships, it's just that the companies restrict how fast the ships can go to conserve fuel which saves them money",sailing ships are in-fact slower than modern cargo ships it's just that the companies restrict how fast the ships can go to conserve fuel which saves them money,-0.3818,Negative,ships|sailing|fact|slower|modern|cargo,,ship
MdI191-vNlc,@bleeder228,0,2021-11-25T00:34:27Z,"Always amusing how many people have been brain washed into the carbon emissions scam. I'm certainly not against new technologies and different ways to get things done, but the motivation, in this case, is a huge problem. The lies surrounding this political movement are monumental and damaging to everyone.",always amusing how many people have been brain washed into the carbon emissions scam i'm certainly not against new technologies and different ways to get things done but the motivation in this case is a huge problem the lies surrounding this political movement are monumental and damaging to everyone,-0.7579,Negative,always|amusing|many|people|brain|washed,,
MdI191-vNlc,@sickjawa,1,2021-11-25T00:34:04Z,Why not nuclear ships?,why not nuclear ships,0.0,Neutral,nuclear|ships|nuclear ships,,ship
MdI191-vNlc,@jaykay6762,0,2021-11-25T00:18:46Z,Please do a video on ammonia. Haven’t heard of that being a fuel before.,please do a video on ammonia haven t heard of that being a fuel before,0.3182,Positive,please|video|ammonia|heard|fuel|please video,,
MdI191-vNlc,@geoffgeoff143,0,2021-11-25T00:10:01Z,Been done successfully in the past.,been done successfully in the past,0.4939,Positive,done|successfully|past|done successfully|successfully past,,
MdI191-vNlc,@jeffpope7811,3,2021-11-25T00:09:38Z,"As always, a genius video. Matt can you please do a video on cleaning up the plastic in our oceans? And how best to combat commercial over fishing?
Thank-you!",as always a genius video matt can you please do a video on cleaning up the plastic in our oceans and how best to combat commercial over fishing thank-you,0.6249,Positive,video|always|genius|matt|please|cleaning,,
MdI191-vNlc,@FrankyDesign,0,2021-11-25T00:00:15Z,The global chain supply will be replaced by local chain supply in the next decade. Globalization is dying.,the global chain supply will be replaced by local chain supply in the next decade globalization is dying,0.0,Neutral,chain|supply|chain supply|global|replaced|local,,
MdI191-vNlc,@tibidation,0,2021-11-24T23:53:46Z,Combine the two?,combine the two,0.0,Neutral,combine|two|combine two,,
MdI191-vNlc,@emeric3793,1,2021-11-24T23:52:07Z,What about nuclear powered cargo ships ?,what about nuclear powered cargo ships,0.0,Neutral,nuclear|powered|cargo|ships|nuclear powered|powered cargo,,ship
MdI191-vNlc,@gregsmith1719,0,2021-11-24T23:33:19Z,"Your main problem is that CO2 is not the enemy.  It's plant food.  Humans also need some of it to survive.  And, the big one, the world is not overheating. In fact it's getting colder.  But all these ideas are fun to experiment with!  The real breakthrough is when we figure out how to tap into the Natural Global/Solar Electromagnetic Web.  We are swimming in electrical power but can' find a big way to get into it, yet.  Bust your but on ""green"" wastes of money and energy, but you're wasting your time.  In the meantime figure out how to make engines cleaner.  That's all.",your main problem is that co2 is not the enemy it's plant food humans also need some of it to survive and the big one the world is not overheating in fact it's getting colder but all these ideas are fun to experiment with the real breakthrough is when we figure out how to tap into the natural global solar electromagnetic web we are swimming in electrical power but can' find a big way to get into it yet bust your but on green wastes of money and energy but you're wasting your time in the meantime figure out how to make engines cleaner that's all,0.837,Positive,big|figure|main|problem|enemy|plant,,
MdI191-vNlc,@spawnof200,0,2021-11-24T23:26:33Z,"youre explanation of ""wing sails"" is the same explanation of how normal sails work when sailing into the wind",youre explanation of wing sails is the same explanation of how normal sails work when sailing into the wind,0.0,Neutral,explanation|sails|youre|wing|normal|work,,wind
MdI191-vNlc,@plaguetheair8975,0,2021-11-24T23:23:23Z,Um this would prolong every,um this would prolong every,0.0,Neutral,would|prolong|every|would prolong|prolong every,,
MdI191-vNlc,@angelhd7446,0,2021-11-24T23:10:44Z,"Well, you know what they say? History repeats itself.",well you know what they say history repeats itself,0.2732,Positive,well|know|say|history|repeats|well know,,
MdI191-vNlc,@DoctorMangler,1,2021-11-24T23:03:14Z,"LOL These have been touted since I was a kid and I'm a lot older than Matt.  They didn't take off then, they won't take off now.  There's no benefit to waiting for the winds to get your rotting, storm prone goods across the sea.  Speed is what rules the industry.  Even worse is the fancy videos purport these working with so little surface area.  Sails would be lighter and have far more square meters, this would be a great one for Thunderfoot to look at.",lol these have been touted since i was a kid and i'm a lot older than matt they didn't take off then they won't take off now there's no benefit to waiting for the winds to get your rotting storm prone goods across the sea speed is what rules the industry even worse is the fancy videos purport these working with so little surface area sails would be lighter and have far more square meters this would be a great one for thunderfoot to look at,0.6597,Positive,take|would|lol|touted|since|kid,,wind|port
MdI191-vNlc,@longmemory4716,0,2021-11-24T22:58:28Z,Pie in the sky. They'll all end up becalmed in the great garbage patches in our oceans.,pie in the sky they'll all end up becalmed in the great garbage patches in our oceans,0.6249,Positive,pie|sky|end|becalmed|great|garbage,,
MdI191-vNlc,@icare7151,0,2021-11-24T22:55:55Z,"There is enough wind and solar energy in 24 hours to supply all the Earth’s energy  needs for 1 year. 

How to harness and store that energy in an end-to-end 💯💚♻️green manner, that’s the opportunities that will bring those that do a lot of green 💵💶💴.",there is enough wind and solar energy in 24 hours to supply all the earth s energy needs for 1 year how to harness and store that energy in an end-to-end green manner that s the opportunities that will bring those that do a lot of green,0.7845,Positive,energy|end|green|enough|wind|solar,,wind|port
MdI191-vNlc,@HenryLeslieGraham,0,2021-11-24T22:55:18Z,lol so we arent advancing... we are just going backwards. and of course endlessly speculating. there was a reason wind power was generally abandoned by cargo and passenger lines... slow and unreliable and inefficient.,lol so we arent advancing we are just going backwards and of course endlessly speculating there was a reason wind power was generally abandoned by cargo and passenger lines slow and unreliable and inefficient,-0.0516,Negative,lol|arent|advancing|going|backwards|course,,wind
MdI191-vNlc,@ZeroVnB,0,2021-11-24T22:53:16Z,Day 1 asking Matt to change the intro music into something less loud.,day 1 asking matt to change the intro music into something less loud,0.0,Neutral,day|asking|matt|change|intro|music,,
MdI191-vNlc,@MarcLombart,0,2021-11-24T22:44:58Z,"You really need to research the subjects of your videos. Yes the magnus effect works. However, you need POWER to rotate the columns, the wind doesn't do that, so you STILL need a power supply. Also, tests proven that if you take tne motors used to turn those columns and connect them to water screws, the give better propulsion than those columns do. In other words, a complete waste and you need even more fuel.",you really need to research the subjects of your videos yes the magnus effect works however you need power to rotate the columns the wind doesn't do that so you still need a power supply also tests proven that if you take tne motors used to turn those columns and connect them to water screws the give better propulsion than those columns do in other words a complete waste and you need even more fuel,0.2023,Positive,need|columns|power|need power|really|research,operational,wind
MdI191-vNlc,@wayneyd2,0,2021-11-24T22:40:22Z,The exhaust gas is directly injected in the the seawater from most ships today. 3% is only what you can see or measure. That is the main cause the ocean is more acidic.,the exhaust gas is directly injected in the the seawater from most ships today 3 is only what you can see or measure that is the main cause the ocean is more acidic,-0.296,Negative,exhaust|gas|directly|injected|seawater|ships,,ship
MdI191-vNlc,@XXveny,0,2021-11-24T22:37:16Z,"""Future of transportation since the bronze age""",future of transportation since the bronze age,0.0,Neutral,future|transportation|since|bronze|age|future transportation,,transport|port
